nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
112013;14;1;3;2;1;2;1;1;1;1;1;2;2;1;4;1;1;1;1;1;5;1;44;2;3;1;1;1;5;1;430057;2;;;;;;;;9;1;7;9;;1;4;0.1620191;3;3;4;1;3;1;1;2;2;1;2;2;2;2;2;1;2;2;4;2;1;1;3;3;3;3;2;3;2;4;2;4;7;7;2;2;2;2;4;1;5;2;2;2;5;2;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112023;14;2;1;2;2;3;1;1;1;1;1;2;1;1;4;1;2;1;1;2;2;1;47;2;0;2;1;6;5;3;431009;2;;;;;;;;7;1;4;2;;;4;0.3654021;1;1;1;2;4;1;1;2;1;2;2;1;2;2;2;2;1;2;2;2;3;1;3;2;1;1;1;1;1;4;1;7;1;1;2;6;6;2;2;1;5;5;3;3;3;5;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112025;3;2;1;2;2;4;1;1;1;1;1;1;1;1;4;1;1;2;1;2;4;1;58;3;1;2;1;8;5;4;431009;2;;;;;;;;8;1;3;2;;;5;0.2740516;1;1;4;1;1;2;2;2;2;1;2;2;1;2;2;2;1;1;2;1;1;2;3;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;1;5;5;1;3;5;6;1;;2;1;3;1;2;2;2;1;2;;1;2;2;2;2;2;;1;;2;2;2;2;2;;2
112031;3;3;1;4;1;2;2;1;1;1;1;2;4;1;4;1;;;;;1;2;39;1;0;2;1;10;5;5;431016;;;;;;;;;7;1;4;2;;;4;0.3654021;2;3;3;1;4;4;9;2;1;2;2;1;1;2;2;1;2;2;4;3;3;1;1;3;6;1;1;3;1;5;3;5;1;1;2;2;2;2;4;2;3;3;2;1;1;16;1;;3;3;3;3;;;;;;;;;;1;1;1;;;;;;;;;;
112040;2;6;1;3;1;2;2;1;1;1;1;2;5;2;4;1;;;;;1;1;48;1;0;3;1;10;5;5;432001;;1;2;1;2;2;2;2;7;1;3;2;;;4;0.3285628;2;1;3;1;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;3;3;3;4;3;2;2;3;3;2;2;2;2;2;3;2;3;3;3;3;2;5;2;3;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112044;3;6;1;4;2;3;2;1;1;1;1;2;3;1;4;1;;;;;2;2;50;1;1;3;1;10;5;5;432001;;;;;;;;;10;1;3;2;;;5;0.1640842;1;1;1;2;2;4;2;2;1;2;2;1;1;2;2;2;2;2;2;1;1;1;3;3;1;1;1;2;1;1;1;1;1;1;2;2;6;2;3;1;2;5;2;1;2;6;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112046;4;6;1;2;2;2;1;2;1;2;1;2;2;1;4;1;2;1;1;2;2;1;77;2;0;3;1;16;5;7;432001;2;;;;;;;;9;4;1;2;1;;7;0.6137338;3;4;4;3;3;4;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;2;6;2;1;1;1;1;7;1;1;7;1;7;1;2;6;6;6;2;5;5;1;1;5;5;2;5;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112057;8;6;3;2;2;2;1;1;1;1;1;2;4;1;4;1;2;2;1;2;3;1;47;3;0;3;1;12;5;6;432001;2;;;;;;;;7;1;3;2;;;4;0.3283419;1;1;1;1;4;4;1;2;2;2;2;2;1;2;2;1;2;1;2;3;1;1;4;1;1;1;1;1;7;1;1;1;1;7;1;9;6;1;2;2;1;1;1;1;1;16;2;2;9;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112060;6;7;1;2;2;1;2;1;1;1;1;2;1;1;4;1;;;;;2;1;59;2;0;4;1;16;5;7;433001;;;;;;;;;7;4;4;2;1;;5;0.3413085;1;4;1;1;2;4;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;3;4;5;4;4;4;2;1;1;1;1;1;2;2;2;2;4;1;3;3;3;3;5;3;2;3;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112061;3;7;1;3;3;2;2;1;1;1;1;2;2;1;4;1;;;;;1;1;44;1;0;4;1;11;5;6;433001;;;;;;;;;7;1;3;2;;;4;0.9783289;3;3;3;3;4;4;1;1;1;1;2;2;2;2;2;2;2;2;4;2;2;1;3;5;1;1;7;1;1;1;1;1;1;1;2;2;2;2;3;2;5;3;3;5;5;3;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112066;4;7;1;3;2;3;2;1;1;1;1;2;3;1;4;1;;;;;3;1;27;2;1;4;1;11;5;6;433001;;;;;;;;;9;1;3;1;;;3;0.2290308;1;1;1;1;3;4;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;6;3;3;3;3;2;5;5;5;2;5;4;2;5;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112070;2;7;1;3;3;2;2;2;1;1;1;2;2;1;4;1;;;;;1;1;60;1;0;4;1;16;5;7;433001;;;;;;;;;4;4;1;2;1;;6;1.052792;1;1;1;1;4;4;2;2;1;2;2;1;1;2;2;2;2;2;1;1;1;1;6;2;3;2;2;3;3;3;7;3;3;3;2;2;2;2;2;2;3;3;3;3;3;5;2;5;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112078;5;7;2;3;2;2;2;1;1;1;1;2;4;1;4;1;;;;;4;1;33;2;2;4;1;11;5;6;433001;;;;;;;;;7;1;3;2;;;4;0.2496464;2;2;2;2;2;3;2;2;1;2;2;1;2;2;2;1;2;2;4;2;1;1;3;2;1;1;1;1;1;3;2;3;2;2;2;2;3;3;3;2;3;3;2;1;1;6;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112079;3;7;3;2;1;3;1;1;1;1;1;2;3;1;4;1;2;1;1;2;2;2;69;2;0;4;1;16;5;7;433001;2;;;;;;;;10;4;1;3;1;;6;1.013595;1;1;6;1;3;3;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;3;3;1;1;1;3;4;5;7;4;2;7;2;2;6;2;3;2;5;3;3;2;5;8;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112080;8;7;3;2;2;3;1;1;1;1;1;2;4;2;4;1;1;1;1;2;2;1;61;2;0;4;1;16;5;7;433002;2;1;1;2;2;2;2;2;7;4;2;2;1;;6;0.3096735;1;3;1;1;6;4;2;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;3;3;1;2;3;3;2;4;7;2;1;7;2;2;6;6;4;2;2;2;2;3;3;5;2;4;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112086;11;7;1;2;1;2;1;1;1;1;2;2;4;1;4;1;1;1;1;2;4;1;60;4;0;4;1;6;5;3;433002;2;;;;;;;;12;1;3;2;;;6;0.2926979;2;2;3;1;2;4;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;5;4;1;1;1;1;1;1;1;1;1;1;2;2;3;3;4;2;1;5;5;2;1;2;2;4;1;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112093;5;7;2;3;3;2;2;1;1;1;1;2;3;1;4;1;;;;;3;2;54;3;0;4;1;10;5;5;433002;;;;;;;;;6;2;3;1;1;;5;0.2924423;1;2;1;2;1;4;2;2;1;2;2;1;2;2;2;1;2;2;4;1;2;1;3;2;1;2;2;3;1;2;1;2;2;2;1;2;2;1;1;1;3;3;2;1;3;16;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112094;14;7;2;3;1;2;2;1;1;1;1;2;2;1;4;1;;;;;3;1;50;3;0;4;1;10;5;5;433002;;;;;;;;;7;1;1;2;;;5;0.2960958;4;4;4;4;1;4;1;2;2;2;2;1;2;2;2;1;1;2;2;2;1;1;3;3;2;1;1;3;7;3;9;2;1;7;2;2;6;6;3;2;5;5;2;2;1;4;2;3;2;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112096;7;7;1;2;1;2;2;1;1;1;1;2;4;1;4;1;;;;;1;2;55;1;0;4;1;9;5;4;433002;;;;;;;;;7;1;1;2;;;5;0.2961396;1;2;1;1;4;3;2;2;1;1;2;1;2;2;2;2;2;2;4;1;1;2;5;3;1;2;1;3;7;4;7;7;7;7;2;1;6;6;3;1;5;5;2;2;5;4;2;5;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112099;4;7;2;3;1;2;2;1;1;1;1;1;5;1;3;1;;;;;8;1;46;3;5;4;1;11;5;6;433002;;;;;;;;;7;1;3;2;;;4;0.3936626;1;2;1;1;1;4;1;2;1;2;1;2;2;2;2;2;2;2;4;2;1;1;3;2;1;1;1;1;2;2;1;1;1;1;2;3;2;2;3;2;3;2;2;1;1;16;1;;3;1;3;4;;;;;;;;;;1;2;2;;;;;;;;;;
112104;6;1;3;2;1;4;1;1;1;1;1;1;5;2;3;1;2;2;1;2;2;2;40;2;0;1;1;10;3;5;520028;2;1;1;1;2;2;2;2;7;1;1;2;;;4;0.4039924;2;2;2;1;2;2;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;3;3;2;2;2;2;2;3;2;3;2;2;2;2;2;2;3;2;3;3;3;3;3;4;1;;3;2;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
112111;9;1;4;2;2;2;1;2;1;1;1;2;2;1;4;1;1;1;1;2;5;1;46;2;3;1;1;1;3;1;520028;2;;;;;;;;11;1;7;2;;0;4;0.161597;4;4;4;2;3;4;1;1;1;2;2;1;2;2;2;2;2;2;2;3;2;2;6;2;3;3;7;3;7;3;7;3;7;7;3;3;6;6;3;2;5;5;2;5;1;4;1;;3;2;1;3;;;;;;;;;;2;2;2;;;;;;;;;;
112113;8;1;4;2;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;2;1;46;2;0;1;1;1;3;1;520028;2;;;;;;;;14;1;7;2;;0;4;0.4039924;2;2;4;1;1;4;2;2;1;1;2;2;1;2;2;2;2;2;2;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;2;3;5;3;3;3;2;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112115;4;1;4;2;1;3;1;1;1;1;1;2;3;1;4;1;2;2;1;2;1;2;48;1;0;1;1;6;3;3;520082;2;;;;;;;;7;1;2;2;;;4;1.454373;4;3;2;4;4;4;2;2;2;2;2;1;2;2;2;2;2;2;4;1;1;2;2;5;1;1;7;6;1;4;7;1;1;1;2;2;2;2;6;2;1;1;2;5;5;16;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112117;15;1;4;4;1;2;1;2;1;1;1;2;3;2;4;1;1;2;2;2;3;1;39;1;2;1;1;11;3;6;520082;2;2;2;2;2;2;2;1;7;1;3;2;;;4;0.4825997;2;1;1;1;4;4;3;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;6;3;1;7;7;7;7;1;1;7;1;7;3;3;6;6;3;2;5;5;5;5;5;4;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112128;8;1;4;2;2;3;1;1;1;1;1;2;2;2;4;1;2;2;1;2;2;1;59;2;0;1;1;1;3;1;520114;2;1;2;1;2;2;2;2;7;1;7;2;;0;5;0.4039924;1;1;1;1;2;4;1;2;1;2;2;2;1;2;2;2;1;2;2;1;1;2;4;3;2;1;7;2;7;3;9;1;1;7;2;2;6;6;2;2;2;5;2;5;5;4;2;4;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112130;4;1;4;2;1;1;1;2;1;1;1;2;2;1;4;1;2;1;1;1;1;1;52;1;0;1;1;19;3;8;520114;2;;;;;;;;7;7;3;2;1;;5;0.4039924;1;1;2;1;1;1;2;2;1;2;2;1;2;2;2;1;2;2;4;1;1;1;6;4;7;1;1;1;1;1;1;1;1;1;2;2;6;1;2;1;3;3;2;2;2;5;2;8;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112131;4;1;4;2;1;3;1;1;1;1;1;2;2;1;4;1;1;2;1;2;2;1;67;2;0;1;1;16;3;7;520114;2;;;;;;;;3;4;3;2;1;;6;0.4039924;2;2;4;2;3;4;9;2;1;2;2;1;1;2;2;2;2;2;4;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;6;1;3;2;2;5;2;1;5;16;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112135;8;1;4;1;2;2;1;1;1;1;1;1;5;1;4;1;2;1;1;2;5;1;40;2;3;1;1;11;3;6;520114;2;;;;;;;;7;2;3;1;1;;4;0.161597;1;1;1;1;4;3;1;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3;2;2;2;2;5;1;;2;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112136;13;1;4;1;2;2;1;1;1;1;1;2;1;1;4;3;1;1;1;2;4;1;41;2;2;1;1;6;3;3;520114;2;;;;;;;;11;1;3;2;;;4;0.2019962;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;3;2;2;2;3;2;4;7;3;2;2;3;3;6;6;3;2;3;3;3;3;3;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112140;7;3;1;2;2;2;1;2;1;1;1;2;3;2;4;1;2;1;1;2;6;2;46;2;4;2;1;18;3;8;521021;2;2;2;2;2;2;2;1;10;6;;;2;;4;0.1240619;1;1;1;1;2;4;9;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;6;2;1;1;1;1;1;2;1;1;1;1;2;2;6;6;2;2;3;3;2;1;3;16;1;;2;2;3;1;2;2;1;2;1;;1;2;1;2;2;2;;2;;2;2;2;2;2;;2
112144;5;2;1;2;2;2;1;1;1;1;1;2;4;1;4;1;2;1;1;2;2;1;74;2;0;2;1;16;3;7;521021;2;;;;;;;;2;4;3;2;1;;6;0.3721856;1;1;1;1;1;4;2;2;1;2;2;1;2;2;2;2;1;2;4;3;2;9;5;1;1;1;1;1;7;2;2;7;1;7;1;2;6;6;4;1;5;5;1;1;4;4;2;4;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112145;10;2;3;2;2;2;1;1;1;1;1;2;4;1;4;1;2;1;1;2;2;1;54;2;0;2;1;6;3;3;521021;2;;;;;;;;12;1;3;2;;;5;0.3721856;1;1;1;1;4;4;2;2;1;1;2;2;2;2;2;2;2;2;4;2;2;1;3;3;5;5;5;5;7;5;7;5;4;7;2;2;6;6;3;2;3;2;2;1;1;2;2;3;1;1;1;3;;;;;;;;;;2;2;2;;;;;;;;;;
112148;5;2;2;3;1;3;2;1;1;2;1;2;4;1;4;1;;;;;1;2;75;1;0;2;1;16;3;7;521021;;;;;;;;;2;4;;;2;;7;1.197808;1;1;1;1;4;4;2;2;2;2;2;1;2;1;2;1;2;2;4;1;1;1;6;3;3;1;2;2;2;3;1;2;1;1;2;3;2;3;4;2;3;3;3;3;5;6;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112154;8;3;4;2;1;4;1;1;1;1;1;2;1;1;4;1;2;1;1;2;1;2;71;1;0;2;1;16;3;7;521024;2;;;;;;;;10;4;1;2;1;;6;1.197808;4;4;4;4;1;4;3;1;2;1;2;2;2;1;2;2;2;2;4;5;1;1;4;5;1;1;1;1;7;5;6;7;1;7;1;1;6;6;6;1;3;5;2;1;5;16;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112156;12;3;4;2;1;2;1;1;1;1;1;2;4;2;4;1;1;1;1;2;6;1;45;2;4;2;1;9;3;4;521024;2;2;2;1;2;2;2;2;9;1;3;2;;;4;0.1240619;2;3;4;2;3;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;1;1;2;2;1;1;1;1;1;1;7;1;1;1;2;1;1;1;3;2;2;2;2;1;1;6;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112161;11;3;4;2;1;2;1;1;1;1;1;2;1;1;4;1;1;1;1;2;4;1;44;2;2;2;1;7;3;4;521024;2;;;;;;;;7;1;3;2;;;4;0.1860928;2;3;3;2;3;4;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;2;2;1;2;2;2;1;1;1;1;1;2;1;1;3;1;3;2;2;1;1;5;1;;3;2;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
112164;10;3;2;2;1;3;1;1;1;1;1;2;2;1;4;1;2;1;1;2;1;2;68;1;0;2;1;16;3;7;521047;2;;;;;;;;12;4;1;3;1;;6;1.339868;1;3;2;4;3;4;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;1;3;3;2;1;7;2;2;3;7;3;1;2;1;2;1;2;6;1;3;3;1;5;1;4;2;4;2;1;3;1;2;2;1;2;2;;2;1;2;2;2;2;;2;;1;2;2;2;2;;2
112166;8;2;3;2;1;4;1;1;1;1;1;2;1;1;4;1;2;1;1;2;4;1;51;3;1;2;1;7;3;4;521047;2;;;;;;;;7;1;3;2;;;5;0.2791392;2;2;3;1;3;3;1;1;2;2;2;1;2;2;2;1;2;2;2;2;1;2;3;2;1;1;1;3;1;3;1;2;1;1;2;2;2;1;3;1;3;2;1;1;2;4;1;;2;1;3;1;2;1;2;2;2;Ortophosphate;1;2;1;2;2;2;;2;;2;2;2;1;2;;2
112171;10;3;3;1;2;4;1;1;1;1;1;2;2;1;4;1;2;2;1;2;5;1;49;4;1;2;1;10;3;5;521047;2;;;;;;;;7;1;3;2;;;4;0.2977484;1;1;1;4;4;4;2;2;1;2;2;1;1;2;2;2;2;2;4;5;1;2;2;2;1;1;1;1;1;3;1;3;1;1;1;2;6;2;2;1;3;3;3;3;3;2;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112177;7;4;1;4;1;2;2;2;1;2;1;2;2;1;4;1;;;;;1;2;23;1;0;2;1;9;3;4;521055;;;;;;;;;11;1;2;1;;;2;1.33957;1;1;3;6;2;3;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;6;4;2;3;7;4;7;4;2;1;1;7;2;3;6;6;4;2;5;5;2;5;2;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112181;6;4;2;3;1;3;2;1;1;1;1;1;4;2;4;1;;;;;2;2;30;1;1;2;1;11;3;6;521055;;2;2;1;2;2;2;2;2;1;3;5;;;4;0.186093;3;3;3;3;4;4;5;2;1;2;2;2;1;2;2;2;2;2;2;3;2;1;4;3;1;1;1;1;1;1;1;1;1;1;2;2;1;2;3;2;3;3;2;1;1;3;1;;2;2;3;4;;;;;;;;;;2;2;1;;;;;;;;;;
112190;4;2;1;2;2;3;1;1;1;1;1;2;5;2;4;1;2;2;1;2;2;1;52;2;0;2;1;1;3;1;521066;2;2;1;2;2;2;2;2;6;1;7;9;;3;5;0.3722569;1;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;2;3;3;2;3;5;5;1;;2;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
112191;15;2;2;2;1;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;2;1;74;2;0;2;1;16;3;7;521066;2;;;;;;;;6;4;1;2;1;;6;1.339868;4;4;2;1;3;2;2;1;2;2;1;2;2;2;2;2;1;2;2;1;1;2;5;2;3;2;9;4;7;3;7;3;1;7;1;3;6;6;9;2;3;5;1;1;5;3;2;3;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112198;3;2;3;4;2;2;1;2;1;2;1;1;5;2;4;1;1;1;1;2;3;1;41;2;1;2;1;2;3;2;521066;2;2;2;1;2;2;2;2;9;1;6;9;;0;4;0.2482477;1;1;1;1;4;4;5;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;6;3;5;2;2;2;1;1;1;1;1;1;2;2;2;1;3;1;3;3;2;1;1;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112201;15;5;2;3;1;2;2;2;1;1;1;2;2;1;4;1;;;;;1;1;27;1;0;3;1;10;3;5;522002;;;;;;;;;10;1;1;2;;;3;0.7266115;1;1;1;1;3;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;3;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;4;2;3;3;3;4;4;6;9;;2;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112202;11;5;1;2;2;4;1;2;1;1;1;2;4;1;4;1;1;1;1;2;2;1;59;2;0;3;1;16;3;7;522002;2;;;;;;;;10;4;1;2;1;;5;0.3299775;1;4;2;2;4;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;6;3;1;1;2;3;7;1;1;1;7;7;2;2;6;6;4;2;3;5;5;2;5;7;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112204;7;5;1;3;2;2;2;2;1;1;1;2;4;1;4;1;;;;;1;1;34;1;0;3;1;9;3;4;522002;;;;;;;;;12;1;1;2;;;4;1.187598;1;3;4;6;4;4;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;4;6;3;5;7;3;5;7;5;3;5;7;7;6;2;6;2;4;2;5;5;5;5;5;4;2;98;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112206;6;5;2;3;1;2;2;1;1;1;1;1;5;2;3;1;;;;;1;2;53;1;0;3;1;10;3;5;522002;;2;2;1;2;2;2;2;7;1;2;2;;;5;0.3299774;1;2;1;1;1;1;2;2;1;2;2;2;2;2;2;1;2;2;1;2;1;1;3;2;5;6;7;6;7;3;3;3;3;7;6;6;6;6;6;6;5;3;4;5;5;12;1;;3;2;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
112208;6;5;1;4;1;3;2;1;1;2;1;2;2;1;4;2;;;;;2;2;26;2;0;3;1;9;3;4;522002;;;;;;;;;11;1;3;5;;;3;0.3299776;1;1;3;1;2;4;2;2;1;2;2;1;1;2;2;2;1;2;2;1;2;1;3;3;3;1;1;1;1;4;1;1;1;1;2;2;1;2;3;2;2;2;3;1;1;4;1;;3;2;3;3;;;;;;;;;;2;2;1;;;;;;;;;;
112210;8;5;1;3;3;3;2;1;1;1;1;2;3;1;4;1;;;;;2;1;42;2;0;3;1;11;3;6;522002;;;;;;;;;7;1;3;3;;;4;0.3299774;2;2;4;4;1;4;9;2;1;2;2;2;2;2;2;1;2;1;4;2;1;3;4;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;3;3;2;5;3;2;2;2;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112212;6;5;2;3;1;2;2;1;1;1;1;2;3;1;4;1;;;;;1;2;41;1;0;3;1;11;3;6;522002;;;;;;;;;7;1;3;1;;;4;0.3629267;1;1;3;1;2;1;5;2;1;2;2;2;2;1;2;1;2;2;4;3;4;1;5;2;1;1;1;1;7;9;1;1;7;7;2;2;6;3;2;2;3;5;2;2;5;1;1;;3;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
112214;10;5;4;2;2;4;1;1;1;1;1;2;4;1;4;1;1;1;1;2;3;1;48;3;0;3;1;7;3;4;522002;2;;;;;;;;7;1;2;2;;;4;0.3299775;1;1;1;1;4;4;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;1;3;2;1;1;7;1;1;1;1;1;1;1;3;2;2;3;3;1;3;3;3;5;3;16;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112218;12;5;2;2;1;2;1;1;1;1;1;2;2;1;4;1;2;1;1;2;5;1;42;2;3;3;1;4;3;2;522002;2;;;;;;;;7;1;6;3;;17;4;0.131991;1;1;3;1;1;2;1;1;2;2;2;1;2;2;2;1;2;2;1;2;2;1;3;3;1;2;2;2;2;5;2;5;1;3;2;3;2;3;4;2;3;2;1;1;1;8;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112219;6;5;4;2;1;2;1;2;1;2;1;1;5;2;4;2;2;2;1;2;1;1;71;1;0;3;1;16;3;7;522002;2;2;2;1;2;2;2;2;7;4;3;2;1;;6;1.187917;1;1;1;1;2;3;5;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;4;3;1;2;2;1;1;2;1;1;1;7;6;2;6;6;2;1;3;5;3;3;3;6;2;7;1;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112226;7;7;1;3;3;2;2;1;1;1;1;2;4;1;4;1;;;;;3;1;46;2;1;4;1;9;3;4;523001;;;;;;;;;14;2;3;3;1;;4;0.1965695;1;4;4;4;3;4;5;1;2;1;2;2;2;2;2;1;2;2;2;1;2;1;3;2;2;2;2;2;1;2;1;2;1;2;1;2;1;2;3;2;3;3;2;1;1;16;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112233;5;7;2;4;1;2;1;1;1;1;1;2;4;1;4;1;2;1;1;2;1;2;53;1;0;4;1;10;3;5;523001;2;;;;;;;;7;1;3;3;;;5;0.2948542;1;1;3;1;2;4;1;1;2;2;1;2;2;2;2;2;1;2;1;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;2;2;2;2;1;5;3;1;;1;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112237;2;8;1;2;3;3;1;2;1;1;1;1;4;1;3;1;2;2;1;2;1;2;60;1;0;4;1;16;3;7;523002;2;;;;;;;;7;4;3;2;1;;6;0.3096612;1;1;4;1;3;3;2;2;1;2;2;1;2;1;2;2;2;2;2;1;1;1;6;3;3;3;1;3;1;7;1;7;1;1;6;6;6;6;6;6;5;5;2;2;2;5;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112239;12;8;2;2;2;2;2;2;1;1;1;2;2;2;4;1;;;;;2;1;38;2;0;4;1;6;3;3;523002;;2;1;2;2;2;2;2;11;1;3;2;;;4;0.2948542;3;4;1;1;2;3;1;2;2;1;2;1;1;2;2;2;2;2;1;3;3;1;6;2;1;1;1;3;1;3;1;1;1;1;3;3;2;1;4;2;3;3;3;3;3;5;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
112243;11;8;2;2;2;3;1;1;1;1;1;2;2;1;4;1;2;1;1;2;2;1;35;2;0;4;1;8;3;4;523002;2;;;;;;;;11;1;3;2;;;4;0.2948542;4;4;3;4;4;4;2;2;1;2;2;1;2;2;2;2;1;2;2;1;1;1;3;3;2;3;2;3;2;2;3;2;1;3;2;2;1;2;4;2;3;3;1;1;2;4;2;4;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
