nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
111868;5;8;2;3;3;2;2;1;1;1;1;2;1;1;4;1;;;;;2;2;32;1;1;4;1;10;1;5;413002;;;;;;;;;11;2;3;1;1;;4;0.1441107;1;1;1;3;3;1;2;2;1;2;2;2;1;2;2;1;2;2;2;3;2;1;3;1;1;9;1;1;9;2;1;1;1;2;6;6;6;6;6;6;5;1;5;1;5;5;2;2;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111870;7;8;1;3;2;2;1;1;1;1;1;1;5;2;4;2;2;1;1;2;2;1;29;2;0;4;1;3;1;2;413002;2;2;2;1;2;2;2;2;7;1;7;2;;0;3;0.288222;1;2;2;1;3;4;2;2;1;2;2;1;2;2;2;2;1;2;4;2;1;2;3;3;1;1;1;1;1;2;1;2;1;1;2;2;2;2;3;2;3;3;2;5;1;4;1;;1;1;4;3;;;;;;;;;;2;2;2;;;;;;;;;;
111873;2;8;1;4;1;2;2;1;1;2;1;2;4;1;4;1;;;;;2;2;21;2;0;4;1;15;1;8;413002;;;;;;;;;10;3;;;2;;2;0.2882215;3;3;2;3;2;3;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;4;2;1;2;2;2;2;2;3;3;3;3;1;1;2;3;3;3;3;3;3;2;2;4;1;;3;1;3;3;;;;;;;;;;1;2;1;;;;;;;;;;
111884;8;7;3;4;1;2;2;1;1;1;1;2;2;1;4;3;;;;;1;2;30;1;0;4;1;10;1;5;413003;;;;;;;;;12;1;3;2;;;4;0.3071042;3;2;2;6;3;3;3;1;1;2;2;2;2;1;2;2;2;2;4;1;1;1;3;2;7;1;1;3;1;3;1;1;1;1;6;6;2;2;3;2;5;5;2;1;5;2;1;;1;1;3;1;2;1;2;1;2;;5;1;2;2;2;2;;2;;2;2;2;2;2;;2
111885;15;7;2;1;1;3;1;1;1;1;1;2;2;1;4;1;2;2;1;2;3;2;44;1;2;4;1;9;1;4;413003;2;;;;;;;;10;1;3;2;;;4;0.0960738;1;1;1;1;4;5;2;1;2;1;2;1;2;2;2;2;2;2;4;2;1;2;3;4;3;2;2;3;7;3;2;3;2;7;6;3;6;1;3;2;2;2;2;2;1;2;9;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111886;9;7;3;2;1;3;1;1;1;1;1;2;1;1;4;1;2;2;1;2;2;1;59;2;0;4;1;16;1;7;413003;2;;;;;;;;12;4;3;2;1;;5;0.2882234;4;1;1;1;4;4;1;1;2;1;1;1;1;2;2;2;2;2;4;1;1;2;4;2;1;1;1;1;7;2;2;2;7;7;2;2;6;6;3;2;5;1;1;1;5;6;1;;1;1;3;1;2;1;2;1;2;;2;1;2;2;2;2;;2;;2;2;2;2;2;;2
111888;5;7;2;2;1;2;2;1;1;1;1;2;2;2;4;1;;;;;2;2;44;1;1;4;1;10;1;5;413003;;2;2;1;2;2;2;2;10;1;3;2;;;4;0.1441107;4;3;4;4;4;4;3;2;1;2;2;2;2;2;2;2;1;1;4;2;1;1;3;3;3;7;7;9;1;2;1;7;7;1;6;6;6;6;6;6;5;5;5;3;5;5;2;6;2;1;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
111898;9;1;3;2;1;3;1;2;1;1;1;2;2;1;4;1;1;1;1;2;1;1;59;1;0;1;1;16;1;7;420007;2;;;;;;;;6;4;1;2;1;;5;0.394353;4;1;6;1;3;3;3;2;2;1;2;2;1;2;2;1;2;2;4;1;1;2;6;1;1;7;1;1;1;1;1;1;1;1;3;6;6;3;6;2;2;5;5;1;5;4;2;4;3;4;3;1;2;1;2;1;2;;1;1;2;2;2;2;;2;;2;2;2;2;2;;2
111901;14;1;3;2;2;3;1;1;1;1;1;2;2;1;4;1;2;1;2;2;4;1;62;4;0;1;1;2;1;2;420007;2;;;;;;;;14;1;7;1;;0;6;0.3922344;3;3;4;3;1;4;1;1;2;2;1;2;2;2;2;2;2;1;2;1;1;2;3;2;1;1;7;1;1;1;1;1;1;1;2;2;6;2;3;1;3;1;2;5;3;16;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111902;15;4;3;2;2;4;1;1;1;1;1;2;2;1;4;1;1;1;1;2;3;1;51;2;1;2;1;6;1;3;420007;2;;;;;;;;9;1;1;2;;;5;0.2399836;1;1;1;2;4;4;2;2;1;1;2;1;2;2;2;2;2;2;2;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;3;1;5;5;2;2;5;2;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111912;9;4;3;2;1;3;1;1;1;1;1;2;1;1;4;1;1;1;1;2;2;1;66;2;0;2;1;16;1;7;421005;2;;;;;;;;8;4;7;2;1;1;6;0.8120181;1;1;4;1;4;1;2;2;2;2;2;2;2;1;2;2;2;2;4;2;1;1;4;2;6;7;6;6;6;6;6;6;6;6;2;2;2;6;3;2;1;1;5;5;5;4;1;;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111914;4;4;3;3;3;2;1;2;1;1;1;2;1;1;4;1;1;1;2;1;1;2;74;1;0;2;1;16;1;7;421005;2;;;;;;;;2;4;3;2;1;;6;1.295795;1;1;1;1;4;6;3;2;2;2;2;2;2;1;2;2;2;1;4;1;1;1;6;2;1;1;1;1;1;1;1;1;1;1;2;6;6;6;2;2;5;5;1;1;5;15;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111915;6;4;3;4;3;2;2;2;1;1;1;2;1;2;4;1;;;;;1;2;77;1;0;2;1;16;1;7;421005;;2;2;2;1;2;2;2;2;4;3;2;1;;7;1.295795;1;1;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;2;4;4;1;1;6;1;6;6;6;6;6;6;6;6;6;6;2;2;2;1;1;1;5;1;1;1;1;16;1;;2;4;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111917;6;4;3;5;1;3;2;1;1;2;1;2;2;2;2;2;;;;;2;1;36;2;0;2;1;19;1;8;421005;;2;2;1;2;2;2;2;11;7;;;2;;4;0.3599753;1;1;1;1;4;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;4;3;3;3;2;4;2;2;2;2;1;1;2;2;2;1;3;2;5;1;1;1;3;5;1;;3;2;3;4;;;;;;;;;;2;2;2;;;;;;;;;;
111920;8;2;3;2;2;2;1;1;1;1;1;2;1;1;4;1;1;1;1;2;2;1;61;2;0;2;1;16;1;7;421005;2;;;;;;;;12;4;1;2;1;;6;0.361076;1;1;1;1;1;4;1;1;1;2;2;2;2;2;2;1;2;2;4;1;1;2;4;2;2;1;1;1;1;4;1;1;1;1;2;2;6;6;2;2;2;9;9;9;9;4;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111921;10;2;3;4;1;2;2;1;1;1;1;2;1;1;4;1;;;;;2;1;23;2;0;2;1;15;1;8;421005;;;;;;;;;10;3;;;2;;2;0.3599753;1;1;1;1;3;4;1;2;1;2;2;1;2;2;2;2;2;1;2;2;1;2;3;2;2;2;1;3;1;3;7;2;1;3;2;2;3;2;3;1;5;2;2;1;5;3;1;;3;1;3;1;2;2;1;1;2;;1;2;1;2;2;2;;2;;2;2;2;2;2;;2
111922;9;2;3;2;1;2;1;1;1;1;1;2;1;1;4;1;2;1;2;2;2;1;60;2;0;2;1;16;1;7;421005;2;;;;;;;;9;4;1;2;1;;6;0.361076;1;1;4;3;4;1;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;1;3;3;3;1;1;2;7;3;1;1;1;7;1;2;6;6;2;2;5;5;2;3;5;5;2;5;9;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111925;7;4;3;2;1;4;1;1;1;1;1;1;2;1;4;1;1;2;1;2;1;2;54;1;0;2;1;11;1;6;421020;2;;;;;;;;7;1;1;2;;;5;0.3599753;4;2;3;1;4;2;3;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;5;3;3;3;7;4;7;3;7;3;2;7;2;6;6;6;3;2;5;5;2;5;5;4;2;98;3;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111934;8;4;4;2;1;2;1;1;1;1;1;2;1;1;4;1;2;2;1;2;1;1;51;1;0;2;1;9;1;4;421020;2;;;;;;;;10;1;1;3;;;5;0.3599753;2;2;4;2;3;3;2;2;2;2;2;1;2;2;2;2;2;1;4;2;2;1;3;3;2;2;2;3;3;3;2;7;2;3;2;2;2;2;4;2;2;2;1;1;1;4;1;;3;2;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
111939;14;6;2;1;2;3;1;1;1;1;1;2;2;1;4;1;1;1;1;2;3;1;50;3;0;3;1;2;1;2;422005;2;;;;;;;;7;1;7;9;;1;5;1.108086;1;1;1;1;3;4;1;2;1;2;2;1;2;2;2;2;2;2;4;3;1;2;3;2;7;1;1;2;1;3;1;3;2;2;6;2;1;6;4;2;5;5;2;1;1;3;9;;3;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
111940;12;6;2;1;2;4;1;1;1;1;1;2;4;1;2;1;1;1;1;2;2;1;49;2;0;3;1;9;1;4;422005;2;;;;;;;;12;1;1;2;;;4;0.3556325;1;1;4;1;4;4;2;2;1;1;2;1;2;1;2;1;2;1;1;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;3;3;2;2;4;2;2;2;2;1;5;3;1;;3;1;2;3;;;;;;;;;;2;2;2;;;;;;;;;;
111941;6;6;1;2;2;4;2;1;1;1;1;2;4;2;4;3;;;;;4;1;47;4;0;3;1;11;1;6;422005;;2;2;1;2;2;2;2;7;1;3;2;;;4;0.3158076;3;2;2;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;4;2;3;1;5;3;2;3;3;3;7;4;2;4;3;7;6;4;6;6;4;5;5;4;4;4;4;2;2;3;3;3;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
111944;2;6;1;4;2;4;2;1;1;1;1;1;5;2;4;1;;;;;4;2;31;2;2;3;1;11;1;6;422005;;2;2;1;2;2;2;2;7;1;3;5;;;4;0.1585644;1;1;1;1;4;1;1;2;2;1;2;1;1;2;2;2;2;2;2;1;2;1;3;2;1;1;1;3;1;2;1;2;1;1;6;2;6;6;6;1;3;3;1;2;5;3;2;3;2;3;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111947;3;6;1;2;1;3;2;1;1;1;1;2;2;1;4;1;;;;;3;2;36;2;1;3;1;7;1;4;422005;;;;;;;;;11;1;3;2;;;4;0.2105383;1;4;4;1;4;4;3;2;2;2;2;1;1;2;2;2;2;2;4;1;1;1;3;2;1;1;1;1;1;3;7;3;1;1;2;2;1;2;3;2;5;3;1;3;5;9;1;;2;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
111950;10;6;2;2;2;4;1;1;1;1;1;2;4;1;4;1;2;2;1;2;3;1;57;3;0;3;1;11;1;6;422005;2;;;;;;;;6;1;3;2;;;5;0.3193752;1;1;1;1;4;4;1;2;1;2;2;1;1;1;2;1;2;2;4;2;3;2;5;3;1;7;1;1;7;3;7;3;7;7;2;2;6;2;3;2;5;5;5;1;5;4;1;;1;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111957;13;8;3;2;2;2;1;1;1;1;1;2;1;1;4;1;2;2;1;2;4;1;40;2;2;4;1;6;1;3;423001;2;;;;;;;;12;1;3;2;;;4;0.1441107;2;2;2;1;3;4;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;1;2;1;1;1;1;2;1;2;6;2;1;2;2;5;5;2;1;5;6;1;;2;1;3;1;2;1;2;1;2;;2;1;2;2;2;2;;2;;2;2;2;2;2;;2
111966;8;8;2;3;1;3;2;1;1;1;1;2;3;1;4;1;;;;;4;1;66;4;0;4;1;17;1;7;423001;;;;;;;;;12;5;7;2;1;2;6;0.2882215;3;2;4;2;2;4;2;2;2;1;1;2;2;1;2;2;2;2;1;2;1;2;3;2;1;1;1;3;7;3;1;1;1;1;6;6;6;2;3;4;5;1;2;2;1;5;1;;2;2;3;1;2;2;2;2;2;;5;1;2;2;2;2;;1;;2;2;2;2;1;;2
111980;8;8;1;4;1;2;2;1;1;1;1;2;4;2;4;1;;;;;1;2;66;1;0;4;1;16;1;7;423002;;2;2;1;2;2;2;2;12;4;7;9;1;0;6;1.037563;1;1;1;1;1;9;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;4;2;4;3;3;4;2;4;2;3;2;2;2;2;2;2;2;1;5;3;2;2;3;16;1;;2;1;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
111981;8;8;2;2;1;3;2;1;1;1;1;2;2;1;4;1;;;;;1;1;61;1;0;4;1;16;1;7;423002;;;;;;;;;12;4;6;2;1;15;6;1.037575;3;3;4;4;4;4;5;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;3;2;2;2;2;3;3;5;9;5;2;3;6;6;6;6;6;6;2;2;2;2;2;6;2;5;3;1;3;3;;;;;;;;;;1;2;2;;;;;;;;;;
111982;3;8;1;4;3;2;2;2;1;2;1;1;6;3;2;2;;;;;1;1;45;1;0;4;1;11;1;6;423002;;2;2;1;2;2;2;2;7;2;3;2;1;;4;0.2889994;1;1;2;1;3;1;2;2;1;2;2;2;2;2;2;2;2;2;4;2;1;1;3;2;3;2;1;2;2;7;1;1;2;1;3;3;1;2;6;2;3;2;3;2;3;2;1;;3;2;3;3;;;;;;;;;;2;2;2;;;;;;;;;;
